Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
14.5126333333333,18.1841,37.6177,19.6524,10.2722,12.4591666666667,63.3044333333333,54.9021,12.9942333333333,12.7727333333333
14.5420333333333,18.1872,37.6348,19.8037666666667,10.3508666666667,12.4851333333333,63.3094,54.9158666666667,13.3298,13.0194666666667
14.5539,18.1992333333333,37.6411,19.8338666666667,10.5040333333333,12.6196333333333,63.3577333333333,56.0578666666667,13.3353333333333,13.2412
15.0554333333333,18.2609,37.6493,19.9098666666667,10.5735333333333,12.6656,63.6324666666667,56.5613666666667,13.3542333333333,13.3100333333333
15.7762,18.7475333333333,38.9349,19.9119,10.5778666666667,12.7091666666667,64.021,57.4714,13.3700666666667,13.3117
15.8144666666667,18.8109,38.9528333333333,19.9825,10.6552666666667,12.7113333333333,64.0676,58.6898666666667,13.5643666666667,13.3146333333333
16.7345333333333,18.8248,39.3723,20.4128666666667,10.6634,12.7725,64.1611666666667,58.7274333333333,13.5796333333333,13.3361666666667
16.7574333333333,18.8302333333333,40.0486333333333,20.4466333333333,10.6672,12.9126333333333,65.2582666666667,58.9031,13.7708333333333,13.3501333333333
18.0824333333333,18.8379666666667,40.0707333333333,20.5680666666667,10.6727333333333,12.9257333333333,65.2759333333333,58.9147333333333,13.8089,13.3574333333333
18.0867666666667,18.8420333333333,40.3514666666667,20.5815666666667,10.6790666666667,12.9287333333333,65.8741,58.9322333333333,13.9789,13.3821333333333
18.0957666666667,18.8518,41.0545666666667,20.7984666666667,10.7539333333333,12.9305666666667,66.876,58.9569333333333,13.9874,13.3872333333333
18.1451,18.8617,41.9913333333333,20.8329333333333,10.9580333333333,12.9440333333333,67.0876,59.3577333333333,14.0028333333333,13.4004666666667
18.1636666666667,18.8692666666667,42.0033333333333,21.6603,10.9604333333333,12.9470333333333,67.1036,59.3757666666667,14.0288333333333,13.4176
18.1716666666667,18.8864,42.0079333333333,22.0821333333333,10.9678666666667,12.97,67.1328,59.5064333333333,14.0581666666667,13.4293333333333
18.1752,18.9291333333333,42.3568666666667,22.0953333333333,10.9991666666667,12.9774666666667,67.8258333333333,59.5080666666667,14.6979666666667,13.4393666666667
18.1843333333333,19.1268,42.3749666666667,22.1079666666667,11.0068,13.0349333333333,70.5027,59.5124666666667,14.8605,13.4507
18.1894333333333,19.1358,43.2673666666667,22.1328333333333,11.0193666666667,13.2709333333333,70.5170333333333,59.5405666666667,14.8644,13.4835666666667
18.5595666666667,19.1430333333333,43.2958666666667,22.1371666666667,11.3429666666667,13.3416333333333,70.5482333333333,63.6554666666667,14.8811666666667,13.4977666666667
19.488,19.1596333333333,43.3054333333333,22.1521666666667,11.3906,13.4173666666667,70.6962666666667,63.6794333333333,15.0999666666667,13.5187333333333
19.5030333333333,19.1635666666667,43.3158666666667,22.5007333333333,11.3992333333333,13.6862333333333,70.7009,64.1938666666667,15.1096666666667,13.5301666666667
19.8501333333333,19.3306666666667,43.3345666666667,22.5055666666667,11.4062,13.7953,70.7077333333333,64.5630666666667,15.1261666666667,13.9772666666667
19.8545,19.8094,43.3449666666667,22.5177666666667,11.4084,13.8262,73.0142666666667,64.5767333333333,15.1497666666667,13.9944
19.8596666666667,19.8405,43.3533333333333,22.6212,11.4116333333333,13.8590333333333,73.0268333333333,64.6206,15.1758666666667,14.0172333333333
19.8680666666667,19.8574,43.3672666666667,22.6642,11.4143,14.2839333333333,75.1561,65.8898,15.1801,14.0225666666667
19.8733,19.9168666666667,43.6851666666667,22.6866,11.4234,14.5431666666667,75.1702666666667,66.5411333333333,15.6555333333333,14.0299333333333
19.9191666666667,19.9236333333333,43.7142,22.7394333333333,11.4286666666667,14.5637,75.4234,67.0875666666667,15.6779333333333,14.0332
19.9955666666667,20.0151333333333,43.7287333333333,23.0745666666667,11.4392,14.6790666666667,75.4297666666667,67.1110333333333,15.7598,14.0529
20.0012,20.0213666666667,43.7349666666667,23.2740333333333,11.4414333333333,14.6819333333333,75.6394,67.8040666666667,15.7749666666667,14.0604
20.1679333333333,20.0377,43.9104666666667,23.3936333333333,11.5085333333333,14.7613,78.1092,68.2388666666667,15.7848333333333,14.1291
20.3943333333333,20.4023,43.9337666666667,23.5512666666667,11.5103333333333,15.1161333333333,78.1180333333333,68.4468,15.7881666666667,14.4221
21.7177,20.4086,43.9715333333333,23.5574333333333,11.5242,15.1290333333333,78.1338666666667,68.4688333333333,15.7949333333333,15.1008
21.7913333333333,20.4491666666667,43.9818333333333,23.5699333333333,11.5434333333333,15.577,78.1604,68.8845666666667,15.8018666666667,15.6734
22.1182,20.5779,44.3336,23.6509,11.5487666666667,15.6713333333333,78.2287333333333,68.8887666666667,15.8251,15.6829
22.1206,20.5838,44.3627,24.2103,11.6052666666667,15.7160333333333,78.6653333333333,68.901,16.8558333333333,15.6849
22.1243,20.5931,44.5473666666667,24.2217333333333,11.6175333333333,15.7804,78.6831333333333,69.0847,16.8638,15.7087
22.1303666666667,20.6007,45.5589333333333,24.2916333333333,11.7731666666667,15.8135333333333,78.7283333333333,70.4651,16.9073666666667,15.7585
22.1352333333333,20.6023333333333,45.6111666666667,24.3125,11.8085666666667,15.8921333333333,78.7840333333333,70.4839666666667,16.9184,15.7876666666667
22.1377333333333,20.6382,45.9189666666667,24.3477666666667,11.8829333333333,15.9059666666667,78.9716666666667,70.5202333333333,17.4537333333333,15.7929
22.1449,20.8134333333333,45.9375333333333,24.4656333333333,11.9002,16.2479333333333,78.9741666666667,70.8477333333333,17.5321,15.9933
22.1516,20.823,45.9479333333333,24.51,11.9603333333333,16.3982333333333,80.3605,70.8543666666667,18.1076333333333,16.3176
22.1595666666667,20.8724,45.9552,24.8415333333333,11.9772,16.4014,80.3909666666667,70.8737333333333,18.2441666666667,16.4025
22.19,20.8919333333333,45.9698333333333,24.8929666666667,11.9965,16.4654666666667,81.0511666666667,70.8904666666667,19.1951333333333,16.4165333333333
22.2015333333333,21.6491333333333,45.9900333333333,24.9810666666667,12.0013333333333,16.5101333333333,81.0580333333333,70.9051333333333,19.2957666666667,16.4349333333333
22.3319333333333,21.6651666666667,46.3589333333333,25.3103666666667,12.0076333333333,16.5171333333333,81.0598333333333,70.9085,19.3145333333333,16.4560666666667
22.3665666666667,21.674,46.3741333333333,26.7501,12.0730666666667,16.6751,81.0714,70.9295333333333,19.317,16.4653666666667
22.3688333333333,21.6756333333333,46.7268666666667,26.7706333333333,12.0801333333333,16.8955333333333,81.0741666666667,70.9372,19.8424666666667,16.4744333333333
22.4098666666667,21.6849333333333,46.7325333333333,27.7043666666667,12.3599666666667,16.9037666666667,82.3384333333333,70.9897333333333,19.8511,16.4781333333333
22.45,21.7294333333333,46.9822,27.7354333333333,12.3747666666667,17.3049333333333,82.8712,71.0486666666667,19.8558,16.4807333333333
22.4637666666667,21.7449333333333,47.6766333333333,27.7615,12.6878333333333,17.4213333333333,82.8851666666667,71.4719333333333,19.8688,16.4860333333333
22.4858,21.7952666666667,47.9066,27.7686,12.6980666666667,17.4331666666667,82.9145333333333,73.0093,19.9122666666667,16.4915333333333
22.6480666666667,21.8039333333333,47.9186666666667,27.8235,12.7049666666667,17.5290333333333,83.6418666666667,73.2810333333333,19.999,16.5432
22.7029333333333,21.8105666666667,47.9288333333333,27.8609333333333,12.7333666666667,17.5775666666667,83.6687666666667,73.9838333333333,20.0286666666667,16.801
22.7197666666667,21.8155666666667,47.9656666666667,27.8662666666667,12.739,17.7875333333333,83.6706666666667,74.0613333333333,20.0464333333333,16.9016
23.0778666666667,22.0945333333333,50.4564333333333,27.9312666666667,12.8996666666667,17.806,83.7062,74.1885,20.0582666666667,16.9098
23.0956,22.1165333333333,50.4778666666667,28.0875,13.1271,17.8215,84.6590666666667,74.2208,20.4147333333333,16.9691333333333
23.1050333333333,22.1280333333333,50.4867333333333,28.1025333333333,13.1307333333333,17.9882333333333,84.6978333333333,74.5530333333333,20.4236,16.9968666666667
23.1174,22.5262,50.5172,28.1246333333333,13.2019333333333,18.0731333333333,85.6315,74.5685,20.5341666666667,17.4542666666667
23.1327666666667,22.5382,50.5273666666667,28.1479666666667,13.2140666666667,18.1008,86.7407333333333,74.5903333333333,20.5566333333333,17.4653666666667
23.2665,22.5617,50.5716666666667,28.3403666666667,13.2236666666667,18.1334,87.5960666666667,74.7450666666667,20.8954333333333,17.4734
23.4093333333333,22.5665,50.5968666666667,28.3463,13.2378,18.1352,91.4146333333333,75.1456333333333,21.4317,17.5109333333333
23.4389333333333,22.5681333333333,51.3537333333333,28.7321,13.3536,18.1698333333333,91.4209333333333,76.6564666666667,21.6966333333333,18.1103
23.6397333333333,22.5953,51.5393,28.7637666666667,13.3554666666667,18.1963333333333,91.4922,77.0164,21.7061,18.1619666666667
24.1732333333333,22.6402666666667,52.1179333333333,28.8798666666667,13.3706333333333,18.2239333333333,91.6955666666667,78.1478,21.7663333333333,18.1843333333333
24.1906,22.6539,52.7759333333333,29.4595333333333,13.3743666666667,18.9416333333333,91.7056666666667,78.1523,22.4879,18.2065666666667
24.2013666666667,22.7154333333333,52.7869,29.4669666666667,13.4138,19.0284333333333,91.7096333333333,78.1686333333333,22.7455666666667,18.2358
